ambiguity,name,set_code,artist,discrepancy,correct_artists,correct_sets
3472,overrun,"M10, M12, PCA, C15, CMA, C14, CN2, PC2, ODY",Carl Critchlow,Set not found in dbgit ,"Jeff Miracola, Carl Critchlow","cma, ody, gvl, wc99, pc2, ddd, pca, ps11, m10, 10e, dpa, m12, ath, tpr, scd, c15, plst, tmp, c14, cn2, gn3"
3489,palladium myr,"SOM, C14",Alan Pollack,Set not found in dbgit ,Alan Pollack,"cmm, som, ima, cm2, plst, m21, c14"
3492,"palladium myr, iron myr, leaden myr, silver myr, copper myr, gold myr, kraken's eye, dragon's claw, angel's feather, wurm's tooth, demon's horn","SOM, M12, M11. M11, 10E, 9ED, DST",Alan Pollack,Name not found in db,,
3496,paperfin rascal,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,lrw
3497,parallax,NEM,Carl Critchlow,Name not found in db,,
3503,pardic dragon,TSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"tsp, mma"
3504,pariah,7ED,Scott Fischer,Artist not found in db,"Magnus Jansson, Scott M. Fischer, Jon J Muth","ps11, cn2, usg, otp, plst, 10e, 7ed"
3505,pariahs shield,RAV,Doug Chaffee,Name not found in db,,
3506,pariahs shield,RAV,Doug Chaffee,Name not found in db,,
3516,patriarchs bidding,ONS,Ben Thompson,Name not found in db,,
3517,patriarchs bidding,ONS,Ben Thompson,Name not found in db,,
3520,patron of the nezumi,SOK,Kev Walker,Set not found in dbgit ,Kev Walker,"cmd, cm2, phuk, psal, bok"
3524,peema aether-seeker,AER,Howard Lyon,Name not found in db,,
3527,pernicious deed,CNS,Chistopher Moeller,Artist not found in db,"Ittoku, Christopher Moeller","apc, prm, plst, a25, g06, cns"
3537,petrified plating,FUT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,fut
3558,phyrexian arena,"8ED, C15",Carl Critchlow,Set not found in dbgit ,"Pete Venters, Vincent Proce, Svetlin Velinov, Martina Fačková, Carl Critchlow","cc2, c15, 9ed, apc, one, dde, 8ed, ha1, td0, wc01, hop, mkc, plst, cn2, pone"
3569,phyrexian reclamation,C15,RK Post,Artist not found in db,"rk post, Irina Nordsol","c13, c15, j22, plst, ulg, jmp"
3571,phyrexian totam,TSP,John Zeleznik,Name not found in db,,
3572,pia and kiran nalaar,ORI,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Eric Deschamps","ori, ddu, prm, plst, moc, pori"
3573,pia and kiran nalaar,ORI,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Eric Deschamps","ori, ddu, prm, plst, moc, pori"
3583,piracy black,P02,Bradley Williams,Name not found in db,,
3584,piracy black,P02,Bradley Williams,Name not found in db,,
3585,piracy white,S99,Bradley Williams,Name not found in db,,
3586,piracy white,S99,Bradley Williams,Name not found in db,,
3587,piracy white,S99,Bradley Williams,Name not found in db,,
3588,piracy white,S99,Bradley Williams,Name not found in db,,
3598,plague wind,"9ED, 10E",Alan Pollack,Set not found in dbgit ,Alan Pollack,"pcy, 9ed, 8ed, a25, 10e"
3599,plain,UGL,Christopher Rush,Name not found in db,,
3600,plain,HOU,Titus Lunter,Name not found in db,,
3608,plains,INV,DJ Cleland-Hura,Artist not found in db,"Clint Cearley, Véronique Meignaud, David Martin, , Volkan Baǵa, Don Hazeltine, Robin Olausson, Alayna Danner, Howard Lyon, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Constantin Marin, Kev Walker, Larry MacDougall, Rebecca Guay, Lius Lasahido, Amayagido, Chris Rahn, Sam White, Christopher Rush, Vincent Proce, Sam Burley, Florian de Gesincourt, Raymond Bonilla, Seb McKinnon, Christopher Moeller, Scott Bailey, Emmanuel Shiu, Matthew Mitchell, MSCHF, Stephan Martiniere, Tony Roberts, Donato Giancola, Olga Tereshenko, Thomas Stoop, Pat Lewis, Nadia Hurianova, D. J. Cleland-Hura, Jedd Chevrier, Tomáš Honz, David Sondered, Mike Ploog, Min Yum, Richard Wright, Lars Grant-West, Lucas Graciano, Charles Urbach, Fred Fields, Piotr Dura, Edward P. Beard, Jr., He Jiancheng, Ben Thompson, JungShan, Tianhua X, Raoul Vitale, Nils Hamm, Daria Khlebnikova, Warren Mahy, Daniel Ljunggren, Jack Wei, Mark Poole & Post Malone, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Jesper Myrfors, Titus Lunter, Dave Kendall, Tom Wänerstrand, Dana Knutson, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Ravenna Tran, Martina Pilcerova, Jesper Ejsing, Mark Riddick, kozyndan, Anthony S. Waters, Eric Deschamps, Deven Rue, Jonas De Ro, Mia Boas, Sidharth Chaturvedi, Salvatorre Zee Yazzie, Sarah Finnigan, Lorenzo Lanfranconi, Tingting Yeh, Julian Kok Joon Wen, Tomohito, Zoltan Boros & Gabor Szikszai, Riot Games, Leanna Crossan, David Day, Svetlin Velinov, Sergey Glushakov, Lucas Staniec, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Borja Pindado, Rosemary Valero-O'Connell, James Paick, Yeong-Hao Han, Dan Mumford, Ben Schnuck, Gary Baseman, Cliff Childs, Eric Peterson, Terese Nielsen, Greg Staples, Mark Tedin, Ron Spears, Daren Bader, Hari & Deepti, Alexander Kintner, Justin Sweet, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Sung Choi, Muhammad Firdaus, Michael Komarck, Ryan Pancoast, Samuele Bandini, Omar Rayyan, Chippy, Colin MacNeil, Jung Park, Rob Alexander, Hank Reavis, Terry Springer, Bob Ross, Alan Pollack, Elektrodeko, Zhillustrator, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, rav, eld, pmps, mkm, ust, gnt, c13, ala, wc03, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, pmps10, scd, mrd, 7ed, ice, who, mom, td0, 8ed, pal00, 6ed, m15, wc00, 40k, prw2, pz2, ddl, gn3, itp, sld, thb, snc, ons, xana, wc98, wc97, ana, lrw, unf, pdgm, dde, ugl, m19, pelp, roe, dmr, c19, avr, j14, m11, prm, c18, neo, frf, ddh, afr, pal04, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, khm, ddo, ddf, pmps07, rix, pf20, wc04, usg, ody, one, lci, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, md1, m10, e01, cmr, psal, iko, 10e, leb, dvd, pal01, 9ed, c17, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, pss2, 4ed, ptc, ddq, kld, und, pip, c15, pss4, chk, nph, dmu, hbg, pmps06, palp, pmps11, klr, som, brc, sum, j22, blb, 2ed, m21, rqs, acr, ddg, s99, pmps09, jmp, shm, inv, p02, bro, mir, p23, ktk, ddk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, ddi, pgpx, gs1, ths, pgru, znr, 30a, 5ed, m12, dtk, cm2, ddc, gn2, fbb, ath, mh2, pal06, td2, mmq, anb, unh, slp, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3627,plains,PRM,Mark Poole,Set not found in dbgit ,"Clint Cearley, Véronique Meignaud, David Martin, , Volkan Baǵa, Don Hazeltine, Robin Olausson, Alayna Danner, Howard Lyon, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Constantin Marin, Kev Walker, Larry MacDougall, Rebecca Guay, Lius Lasahido, Amayagido, Chris Rahn, Sam White, Christopher Rush, Vincent Proce, Sam Burley, Florian de Gesincourt, Raymond Bonilla, Seb McKinnon, Christopher Moeller, Scott Bailey, Emmanuel Shiu, Matthew Mitchell, MSCHF, Stephan Martiniere, Tony Roberts, Donato Giancola, Olga Tereshenko, Thomas Stoop, Pat Lewis, Nadia Hurianova, D. J. Cleland-Hura, Jedd Chevrier, Tomáš Honz, David Sondered, Mike Ploog, Min Yum, Richard Wright, Lars Grant-West, Lucas Graciano, Charles Urbach, Fred Fields, Piotr Dura, Edward P. Beard, Jr., He Jiancheng, Ben Thompson, JungShan, Tianhua X, Raoul Vitale, Nils Hamm, Daria Khlebnikova, Warren Mahy, Daniel Ljunggren, Jack Wei, Mark Poole & Post Malone, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Jesper Myrfors, Titus Lunter, Dave Kendall, Tom Wänerstrand, Dana Knutson, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Ravenna Tran, Martina Pilcerova, Jesper Ejsing, Mark Riddick, kozyndan, Anthony S. Waters, Eric Deschamps, Deven Rue, Jonas De Ro, Mia Boas, Sidharth Chaturvedi, Salvatorre Zee Yazzie, Sarah Finnigan, Lorenzo Lanfranconi, Tingting Yeh, Julian Kok Joon Wen, Tomohito, Zoltan Boros & Gabor Szikszai, Riot Games, Leanna Crossan, David Day, Svetlin Velinov, Sergey Glushakov, Lucas Staniec, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Borja Pindado, Rosemary Valero-O'Connell, James Paick, Yeong-Hao Han, Dan Mumford, Ben Schnuck, Gary Baseman, Cliff Childs, Eric Peterson, Terese Nielsen, Greg Staples, Mark Tedin, Ron Spears, Daren Bader, Hari & Deepti, Alexander Kintner, Justin Sweet, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Sung Choi, Muhammad Firdaus, Michael Komarck, Ryan Pancoast, Samuele Bandini, Omar Rayyan, Chippy, Colin MacNeil, Jung Park, Rob Alexander, Hank Reavis, Terry Springer, Bob Ross, Alan Pollack, Elektrodeko, Zhillustrator, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, rav, eld, pmps, mkm, ust, gnt, c13, ala, wc03, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, pmps10, scd, mrd, 7ed, ice, who, mom, td0, 8ed, pal00, 6ed, m15, wc00, 40k, prw2, pz2, ddl, gn3, itp, sld, thb, snc, ons, xana, wc98, wc97, ana, lrw, unf, pdgm, dde, ugl, m19, pelp, roe, dmr, c19, avr, j14, m11, prm, c18, neo, frf, ddh, afr, pal04, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, khm, ddo, ddf, pmps07, rix, pf20, wc04, usg, ody, one, lci, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, md1, m10, e01, cmr, psal, iko, 10e, leb, dvd, pal01, 9ed, c17, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, pss2, 4ed, ptc, ddq, kld, und, pip, c15, pss4, chk, nph, dmu, hbg, pmps06, palp, pmps11, klr, som, brc, sum, j22, blb, 2ed, m21, rqs, acr, ddg, s99, pmps09, jmp, shm, inv, p02, bro, mir, p23, ktk, ddk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, ddi, pgpx, gs1, ths, pgru, znr, 30a, 5ed, m12, dtk, cm2, ddc, gn2, fbb, ath, mh2, pal06, td2, mmq, anb, unh, slp, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3629,plains,ALA,Z Boros and G Szikszai,Artist not found in db,"Clint Cearley, Véronique Meignaud, David Martin, , Volkan Baǵa, Don Hazeltine, Robin Olausson, Alayna Danner, Howard Lyon, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Constantin Marin, Kev Walker, Larry MacDougall, Rebecca Guay, Lius Lasahido, Amayagido, Chris Rahn, Sam White, Christopher Rush, Vincent Proce, Sam Burley, Florian de Gesincourt, Raymond Bonilla, Seb McKinnon, Christopher Moeller, Scott Bailey, Emmanuel Shiu, Matthew Mitchell, MSCHF, Stephan Martiniere, Tony Roberts, Donato Giancola, Olga Tereshenko, Thomas Stoop, Pat Lewis, Nadia Hurianova, D. J. Cleland-Hura, Jedd Chevrier, Tomáš Honz, David Sondered, Mike Ploog, Min Yum, Richard Wright, Lars Grant-West, Lucas Graciano, Charles Urbach, Fred Fields, Piotr Dura, Edward P. Beard, Jr., He Jiancheng, Ben Thompson, JungShan, Tianhua X, Raoul Vitale, Nils Hamm, Daria Khlebnikova, Warren Mahy, Daniel Ljunggren, Jack Wei, Mark Poole & Post Malone, Douglas Shuler, Magali Villeneuve, Gage Lindsten, Jesper Myrfors, Titus Lunter, Dave Kendall, Tom Wänerstrand, Dana Knutson, Carlos Palma Cruchaga, Andreas Rocha, Dimitar Marinski, Ravenna Tran, Martina Pilcerova, Jesper Ejsing, Mark Riddick, kozyndan, Anthony S. Waters, Eric Deschamps, Deven Rue, Jonas De Ro, Mia Boas, Sidharth Chaturvedi, Salvatorre Zee Yazzie, Sarah Finnigan, Lorenzo Lanfranconi, Tingting Yeh, Julian Kok Joon Wen, Tomohito, Zoltan Boros & Gabor Szikszai, Riot Games, Leanna Crossan, David Day, Svetlin Velinov, Sergey Glushakov, Lucas Staniec, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Borja Pindado, Rosemary Valero-O'Connell, James Paick, Yeong-Hao Han, Dan Mumford, Ben Schnuck, Gary Baseman, Cliff Childs, Eric Peterson, Terese Nielsen, Greg Staples, Mark Tedin, Ron Spears, Daren Bader, Hari & Deepti, Alexander Kintner, Justin Sweet, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Sung Choi, Muhammad Firdaus, Michael Komarck, Ryan Pancoast, Samuele Bandini, Omar Rayyan, Chippy, Colin MacNeil, Jung Park, Rob Alexander, Hank Reavis, Terry Springer, Bob Ross, Alan Pollack, Elektrodeko, Zhillustrator, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, rav, eld, pmps, mkm, ust, gnt, c13, ala, wc03, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, pmps10, scd, mrd, 7ed, ice, who, mom, td0, 8ed, pal00, 6ed, m15, wc00, 40k, prw2, pz2, ddl, gn3, itp, sld, thb, snc, ons, xana, wc98, wc97, ana, lrw, unf, pdgm, dde, ugl, m19, pelp, roe, dmr, c19, avr, j14, m11, prm, c18, neo, frf, ddh, afr, pal04, m13, cmm, xln, otj, war, ced, mid, olep, plst, 4bb, dsk, khm, ddo, ddf, pmps07, rix, pf20, wc04, usg, ody, one, lci, me3, cmd, g17, mh3, rna, ddn, gk2, ps11, ltr, md1, m10, e01, cmr, psal, iko, 10e, leb, dvd, pal01, 9ed, c17, gk1, ori, hop, clu, akh, isd, me1, pf19, pal05, tpr, pss2, 4ed, ptc, ddq, kld, und, pip, c15, pss4, chk, nph, dmu, hbg, pmps06, palp, pmps11, klr, som, brc, sum, j22, blb, 2ed, m21, rqs, acr, ddg, s99, pmps09, jmp, shm, inv, p02, bro, mir, p23, ktk, ddk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, ddi, pgpx, gs1, ths, pgru, znr, 30a, 5ed, m12, dtk, cm2, ddc, gn2, fbb, ath, mh2, pal06, td2, mmq, anb, unh, slp, pmps08, cst, pal99, parl, pal03, dom, clb, tmp, h09, c14"
3643,platinum angel,MPS,Victor Adam Minguez,Artist not found in db,"Victor Adame Minguez, Ovidio Cartagena, Chris Rahn, Brom","mps, ha2, cn2, sld, m11, m10, brr, plst, v15, td2, mrd, 10e"
3650,plaxmanta,"C15, DIS",Alan Pollack,Set not found in dbgit ,Alan Pollack,"c15, plst, dis"
3652,plow under,UDS,Edward P Beard Jr,Artist not found in db,"Rob Alexander, Edward P. Beard, Jr.","uds, wc00, 8ed, wc04"
3655,poison the well,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,shm
3656,poisonbelly ogre,GPT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,gpt
3658,ponder,9ED,Mark Tedin,Set not found in dbgit ,"Mark Tedin, Lauren YS, Ejiwa ""Edge"" Ebenebe, Wayne Reynolds, Steve Argyle, Jay Ryan, Julie Dillon, Dan Murayama Scott, Pauline Voss","p08, ncc, pewk, sld, c21, who, tsr, otc, m10, m12, plst, prm, c18, slc, j21, lrw, mb2, slp"
3678,pox,5ED,Scott Fischer,Artist not found in db,"Scott M. Fischer, Cornelius Brudi","ice, olep, 5ed, me1, mb2"
3679,pradesh gypses,5ED,Quinton Hoover,Name not found in db,,
3680,prahv,PC2,Drew Baker,Set not found in dbgit ,Drew Baker,"opc2, opca"
3681,prahv,PC2,Drew Baker,Set not found in dbgit ,Drew Baker,"opc2, opca"
3682,prahv,PC2,Drew Baker,Set not found in dbgit ,Drew Baker,"opc2, opca"
3683,prarie stream,BFZ,Adam Paquette,Name not found in db,,
3684,prarie stream,BFZ,Adam Paquette,Name not found in db,,
3685,precint captain,RTR,Steve Prescott,Name not found in db,,
3688,predatory focus,GPT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,gpt
3694,preyseizer dragon,HOP,Daarken,Set not found in dbgit ,Daarken,"pca, plst, pc2"
3695,preyseizer dragon,HOP,Daarken,Set not found in dbgit ,Daarken,"pca, plst, pc2"
3696,preyseizer dragon,HOP,Daarken,Set not found in dbgit ,Daarken,"pca, plst, pc2"
3706,primal growth,CMA,RK Post,Artist not found in db,rk post,"plst, c15, cma, pls"
3707,primal whisperer,LNG,Greg Staples,Set not found in dbgit ,Greg Staples,lgn
3720,prismatic lens,"EMA, TPS",Alan Pollack,Set not found in dbgit ,"Alan Pollack, Scott Murphy","cmm, tsp, uma, tsr, e02, otc, plst, c18, ema"
3725,prison term,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"td0, hop, cmd, plst, shm"
3731,prodigal sorcerer,TSP,Douglas Shuler,Set not found in dbgit ,"Eric Deschamps, Douglas Shuler, Tony Szczudlo, Andreas Zafiratos","sld, sum, 2ed, lea, 3ed, wc01, tsb, cei, brb, leb, 30a, 5ed, prm, fbb, 4ed, ema, 7ed, fnm, ced, 6ed, plst, 4bb, me4"
3731,prodigal sorcerer,TSP,Douglas Shuler,Set not found in dbgit ,"Eric Deschamps, Douglas Shuler, Tony Szczudlo, Andreas Zafiratos","sld, sum, 2ed, lea, 3ed, wc01, tsb, cei, brb, leb, 30a, 5ed, prm, fbb, 4ed, ema, 7ed, fnm, ced, 6ed, plst, 4bb, me4"
3745,psionic blast,TSP,Douglas Shuler,Set not found in dbgit ,"Douglas Shuler, Aleksi Briclot","leb, cei, ced, tsb, 30a, 2ed, prm, lea, p07"
3745,psionic blast,TSP,Douglas Shuler,Set not found in dbgit ,"Douglas Shuler, Aleksi Briclot","leb, cei, ced, tsb, 30a, 2ed, prm, lea, p07"
3747,psychic network,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
3748,psychic network,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
3766,puncturing light,ROE,Z Boros and G Szikszai,Artist not found in db,"Greg Staples, Zoltan Boros & Gabor Szikszai","sir, soi, roe"
3767,punishing fire,ZEN,Chistopher Moeller,Artist not found in db,"Greg Staples, Christopher Moeller","cmd, zen, pz1, plst, ddg"
3782,pyknite,ICE,Edward Beard Jr.,Artist not found in db,"Edward P. Beard, Jr.",ice
3788,pyroclasm,ICE,Pat Morrissey,Artist not found in db,"John Avon, Dave Dorman, Monte Michael Moore, John Matson, Pat Lewis","wc04, p06, a25, ddk, wc03, m10, wc01, psal, mm3, 10e, 9ed, m11, por, prm, 7ed, ice, 8ed, olep, plst, dkm, ddl"
3794,queen marchesa,CMR,KIERAN YANNER,Artist not found in db,"Kieran Yanner, Narendra Bintara Adi, Peter Diamond","cmm, sld, otc, prm, plst, cmr, pz2, cn2"
3830,rakalite,DRK,Christopher Rush,Set not found in dbgit ,Christopher Rush,"bchr, chr, rin, me4, atq"
3831,rakdos augermage,DIS,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,dis
3833,rakdos the defiler,DIS,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"gk2, dis"
3836,rally the troops,PO2,Mark Poole,Set not found in dbgit ,"Shang Huitong, Mark Poole","ptk, p02"
3838,rampant growth,7ED,Scott Fischer,Artist not found in db,"Terese Nielsen, Cory Trego-Erdner, Scott M. Fischer, Lorenzo Lanfranconi, David Robert Hovey & Scott Okumura, Jeff Miracola, Pat Lewis, Tom Kyffin, Steven Belledin, Tomas Duchek","sld, wc04, pw23, 2x2, blc, nec, m3c, mir, ps11, ncc, lcc, p09, otc, m10, cmr, psal, 10e, c21, 9ed, c16, dpa, hop, m12, prm, tpr, 7ed, cmm, afc, pip, c15, ltc, 8ed, mm2, td0, 6ed, 40k, plst, btd, tmp, dds"
3838,rampant growth,7ED,Scott Fischer,Artist not found in db,"Terese Nielsen, Cory Trego-Erdner, Scott M. Fischer, Lorenzo Lanfranconi, David Robert Hovey & Scott Okumura, Jeff Miracola, Pat Lewis, Tom Kyffin, Steven Belledin, Tomas Duchek","sld, wc04, pw23, 2x2, blc, nec, m3c, mir, ps11, ncc, lcc, p09, otc, m10, cmr, psal, 10e, c21, 9ed, c16, dpa, hop, m12, prm, tpr, 7ed, cmm, afc, pip, c15, ltc, 8ed, mm2, td0, 6ed, 40k, plst, btd, tmp, dds"
3840,randy gallegos,TSP,Randy Gallegos,Name not found in db,,
3850,rathi dragon,9ED Oversized,Christphor Rush,Artist and set not found in db,Christopher Rush,"tpr, tmp, 9ed"
3894,reality shaping,PC2,Dan Scott,Artist and set not found in db,Dan Murayama Scott,"opc2, moc, opca"
3910,recurring insight,ROE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,roe
3914,redwood treefolk,7ED,DJ Cleland-Hura,Artist not found in db,"D. J. Cleland-Hura, Phil Foglio, Steve Luke","por, 6ed, 7ed, wth"
3917,refraction trap,WWK,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,wwk
3918,regal caracal,SDL,Andrea Radeck,Set not found in dbgit ,"Filip Burburan, Andrea Radeck","sld, pakh, akr, j22, akh, plst"
3925,rekindled flame,EVE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,eve
3926,reknit,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,shm
3927,relentless rats,5DN,Thomas M Baxa,Artist not found in db,"GodMachine, Mathias Kollros, Johann Bodin, Ellie Livingston, Thomas M. Baxa, Sadboi, Trashkittyart, Sija Hong, Graham Yarrington, Sachin Teng","pm11, sld, m11, tsr, m10, plst, a25, spg, 5dn, 10e, slp"
3932,remodel,UNH,Lars Grant-West,Artist not found in db,Lars Grant-“Wild Wild”-West,unh
3950,research / development,DIS,Greg Staples,Name not found in db,,
3959,reverberate,M11,JD,Artist not found in db,"jD, David Astruga","m13, m11, m12, pd2, 40k"
3961,reverse damage foreign,4ED,Dameon Willich,Name not found in db,,
3990,rise from the tides,FNM,Lucas Graciano,Set not found in dbgit ,"Dave Kendall, Lucas Graciano","f16, cmm, soi, uma, gn2, sir, prm, plst"
3994,rivals' duel,MOR,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"pca, mor, plst, pc2"
3995,river of tears,IMA,Chris J Anderson,Artist not found in db,"Chris J. Anderson, Oliver Wetter","ima, brc, who, mkc, clb, fut"
4016,rohgahh of kher keep,LEG,Edward Beard Jr,Artist not found in db,"Edward P. Beard, Jr.","leg, me3"
4018,ronom hulk,CSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,csp
4039,"rune-tail, kitsune ascendant",SOK,Randy Gallegos,Name not found in db,,
4040,"rune-tail, kitsune ascendant",SOK,Randy Gallegos,Name not found in db,,
4041,"rune-tail, kitsune ascendant",SOK,Randy Gallegos,Name not found in db,,
4042,"rune-tail, kitsune ascendant",SOK,Randy Gallegos,Name not found in db,,
4054,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4054,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4055,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4056,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4057,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4058,"ruric thar, the unbowed",M25,Tyler Jacobson,Set not found in dbgit ,"Tyler Jacobson, Jason A. Engle","a25, gk2, dgm, 2x2"
4097,samite piligrim,PLS,DJ Cleland-Hura,Name not found in db,,
4101,sanguine praetor,GPT,RK Post,Artist not found in db,rk post,"psal, gpt"
4105,saprazaan outrigger,MMQ,Doug Chaffee,Name not found in db,,
4108,satyr,THB,Eric Deschamps,Set not found in dbgit ,"Eric Deschamps, Johann Bodin","tcmm, tclb, tths, tthb"
4109,satyr,THB,Eric Deschamps,Set not found in dbgit ,"Eric Deschamps, Johann Bodin","tcmm, tclb, tths, tthb"
4119,"savra, queen of the golgari",RAV,Scott Fischer,Artist not found in db,"Scott M. Fischer, Peter Diamond, Aurore Folny, Daisuke Tatsuma","rav, rvr, sld, gk1"
4120,"savra, queen of the golgari",RAV,Scott Fischer,Artist not found in db,"Scott M. Fischer, Peter Diamond, Aurore Folny, Daisuke Tatsuma","rav, rvr, sld, gk1"
4121,sawtoooth ogre,WTH,Brom,Name not found in db,,
4133,scion of oona,,Eric Fortune,Set not found in dbgit ,Eric Fortune,"woc, lrw, mma"
4136,scourge of fleets,JOU,Adam Paquette,Set not found in dbgit ,"Steven Belledin, Adam Paquette","znc, pjou, jou, prm, cmr, ddo"
4137,scourge of fleets,JOU,Adam Paquette,Set not found in dbgit ,"Steven Belledin, Adam Paquette","znc, pjou, jou, prm, cmr, ddo"
4138,scout's warning,FUT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,fut
4145,scrapheap scrounger,KLD,Jason A Engle,Artist not found in db,Jason A. Engle,"klr, kld, pkld"
4145,scrapheap scrounger,KLD,Jason A Engle,Artist not found in db,Jason A. Engle,"klr, kld, pkld"
4153,scute mob,ZEN,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"mm2, zen, ddp, c18, e01"
4154,scute mob,MM2,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"mm2, zen, ddp, c18, e01"
4157,sea of sand,PCA,Jim Nelson,Set not found in dbgit ,Jim Nelson,"ohop, opca"
4192,secret summonings,CNS,Lucas Graciano,Name not found in db,,
4200,seething song,PLC,Martin Pilcerova,Artist and set not found in db,"Jaime Jones, Martina Pilcerova","arc, c21, wc04, 9ed, plst, ddg, mrd"
4221,selesnya santuary,C17,John Avon,Name not found in db,,
4265,serra's embrace,10E,Z Boros and G Szikszai,Artist not found in db,"Terese Nielsen, Ciruelo, Zoltan Boros & Gabor Szikszai","ps11, dvd, usg, ddc, plst, 10e, 7ed"
4267,set of,IXA,Lucas Graciano,Name not found in db,,
4268,setessan griffen,THS,Greg Staples,Name not found in db,,
