ambiguity,name,set_code,artist,discrepancy,correct_artists,correct_sets
1614,forest,ICE,Pat Morrissey,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1615,forest,ICE,Pat Morrissey,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1616,forest,ICE,Pat Morrissey,Artist not found in db,", Véronique Meignaud, Tony Szczudlo, Aleksi Briclot, David Martin, Volkan Baǵa, Alayna Danner, Xin-Yu Liu, WFlemming Illustration, David O'Connor, Brian Valeza, Indra Nugroho, Adam Paquette, Jorge Jacinto, Eytan Zana, Kev Walker, Pete Venters, Grady Frederick, Larry MacDougall, Rebecca Guay, Sam White, Nicole Gustafsson & Marija Tiurina, Christopher Rush, Glen Angus, David Robert Hovey, Sam Burley, Vincent Proce, Seb McKinnon, Christopher Moeller, Scott Bailey, Steve Prescott, Drew Tucker & Post Malone, Stephan Martiniere, Tony Roberts, Donato Giancola, Thomas Stoop, Scott Murphy, Tomáš Honz, Quinton Hoover, Pat Lewis, D. J. Cleland-Hura, Nadia Hurianova, Min Yum, Mike Ploog, Richard Wright, Lars Grant-West, Lucas Graciano, Nikola Matkovic, Chase Stone, Piotr Dura, Edward P. Beard, Jr., Jim Nelson, Pig Hands, JungShan, Vance Kovacs, Tianhua X, Raoul Vitale, Kamila Szutenberg, Matt Stewart, Jerry Tiritilli, Darrell Riche, Douglas Shuler, Matteo Bassini, Magali Villeneuve, Gage Lindsten, Titus Lunter, Jesper Myrfors, 李铁, Carlos Palma Cruchaga, Andreas Rocha, Ji Yong, Dimitar Marinski, Ravenna Tran, Ezoi, Martina Pilcerova, Joana LaFuente, kozyndan, Mark Riddick, Jesper Ejsing, Anthony S. Waters, Christian Dimitrov, Deven Rue, Jonas De Ro, Mia Boas, Sarah Finnigan, Salvatorre Zee Yazzie, Julian Kok Joon Wen, Larry Elmore, Zoltan Boros & Gabor Szikszai, Riot Games, Daniel Correia, Svetlin Velinov, Sergey Glushakov, Steven Belledin, Craig Mullins, John Avon, Don Thompson, Dan Mumford, James Paick, Yeong-Hao Han, Ben Schnuck, Miklós Ligeti, Gary Baseman, Cliff Childs, Henry Peters, Darek Zabrocki, Tomasz Jedruszek, Terese Nielsen, Mark Tedin, John Matson, Hari & Deepti, Stephen Tappin, Johannes Voss, Jeanne D'Angelo, Jubilee, Bruce Brenneise, Noah Bradley, Muhammad Firdaus, Michael Komarck, Roberto Gatto, Ryan Pancoast, Omar Rayyan, Samuele Bandini, Chippy, Jung Park, Rob Alexander, Hank Reavis, Alan Pollack, Bob Ross, Terry Springer, Christine Choi, Mark Poole","mbs, cma, 2xm, grn, akr, bfz, bbd, pc2, m14, pana, lea, pca, eld, rav, pmps, mkm, ust, gnt, c13, wc03, ala, soi, zen, stx, ddp, rtr, woe, brb, arc, tsp, c16, ppp1, sir, por, wc02, mrd, scd, pmps10, 7ed, ice, who, pal00, td0, 8ed, ddm, 6ed, mom, wc00, m15, 40k, prw2, pz2, dkm, ddl, gn3, itp, sld, thb, evg, snc, ons, xana, wc97, wc98, ana, lrw, unf, dde, ugl, m19, ddj, pelp, roe, dmr, c19, avr, j14, m11, dpa, ddu, prm, c18, afr, ddh, frf, neo, pal04, m13, cmm, xln, otj, war, mid, ced, olep, plst, 4bb, dsk, dds, khm, ddo, pmps07, rix, pf20, wc04, usg, lci, ody, one, gvl, me3, wc99, cmd, g17, mh3, ddd, rna, gk2, ps11, ltr, m10, wc01, e01, cmr, psal, iko, 10e, leb, pal01, 9ed, c17, gk1, ori, clu, hop, akh, isd, me1, pf19, pal05, tpr, 4ed, pss2, ptc, kld, und, pip, c15, pss4, dd1, chk, nph, dmu, hbg, btd, pmps06, palp, pmps11, klr, som, sum, ddr, j22, blb, m21, rqs, acr, 2ed, ddg, s99, pmps09, jmp, inv, shm, p02, bro, mir, p23, ktk, 3ed, vow, prwk, pss3, hou, m20, cei, ptk, pgpx, gs1, ths, pgru, znr, gn2, 5ed, dtk, cm2, 30a, m12, mh2, fbb, ath, td2, pal06, mmq, anb, unh, pmps08, cst, pal99, pal03, parl, dom, clb, tmp, h09, c14"
1617,forge of the squirrel,UNH,Carl Critchlow,Name not found in db,,
1625,formation,ICE,Ken Meyer Jr.,Artist not found in db,"Ken Meyer, Jr.",ice
1636,foundry inspector,KLD,Jason A Engle,Artist not found in db,Jason A. Engle,"cmm, klr, kld, brr, plst, cmr, nec"
1642,framed!,UNH,Alan Pollack,Artist not found in db,Alan “Don't Feel Like You Have to Pick Me” Pollack,unh
1644,free-for-all,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
1645,free-for-all,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
1658,fydhorn elder,ICE,Christopher Rush,Name not found in db,,
1659,fylgja,ICE,Edward Beard Jr.,Artist not found in db,"Edward P. Beard, Jr.",ice
1715,ghazban ogre,5ED,Mike Raabe,Name not found in db,,
1716,ghirapur gearcrafter,ORI,Victor Adam Minguez,Artist not found in db,Victor Adame Minguez,"ddu, ori"
1723,ghost tactician,PLC,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,plc
1724,giant grab,BTD,Tom Kyffin,Name not found in db,,
1728,giant slug,CRN,Anson Maddocks,Set not found in dbgit ,Anson Maddocks,"leg, chr, bchr"
1735,giant tortoise,4ED,Phil Foglio,Artist not found in db,"Richard Wright, Kaja Foglio","arn, ren, me1, 4bb, rin, 4ed, ema, me4"
1747,gilded goose,SLD,Allen Dougas,Artist not found in db,"Allen Douglas, Narendra Bintara Adi, Chris Seaman, Valera Lutfullina, Lindsey Look","sld, ltc, sch, moc, peld, eld, blc"
1763,gloomlance,SHM,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,shm
1764,glory of warfare,ARB,Parente,Artist not found in db,Paolo Parente,"arb, hop"
1765,glowrider,LGN,Scott Fischer,Artist not found in db,Scott M. Fischer,lgn
1776,goblin bookie,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
1777,goblin bookie,UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
1817,goblin sleigh ride,H15,Mark Zug,Set not found in dbgit ,Mark Zug,hho
1821,goblin warchief,FNM,Mark Zug,Set not found in dbgit ,"Mark Zug, Karl Kopinski, Greg Hildebrandt & Tim Hildebrandt","f16, f06, evg, dd1, wc03, j22, dom, scg, prm, plst, vma, ddn"
1822,goblin warchief,FNM,Mark Zug,Set not found in dbgit ,"Mark Zug, Karl Kopinski, Greg Hildebrandt & Tim Hildebrandt","f16, f06, evg, dd1, wc03, j22, dom, scg, prm, plst, vma, ddn"
1823,goblin welder,C14,Scott Fischer,Artist not found in db,"Victor Adame Minguez, Scott M. Fischer, Zoltan Boros & Scott Okumura","sld, cm2, ddu, g11, ulg, c14"
1824,goblin welder,C14,Scott Fischer,Artist not found in db,"Victor Adame Minguez, Scott M. Fischer, Zoltan Boros & Scott Okumura","sld, cm2, ddu, g11, ulg, c14"
1829,goblin welder,ULG,Scott M Fischer,Artist not found in db,"Victor Adame Minguez, Scott M. Fischer, Zoltan Boros & Scott Okumura","sld, cm2, ddu, g11, ulg, c14"
1840,goldknight castigator,SOI,Zack Stella,Name not found in db,,
1841,golem skin,2XM,Alan Pollack,Name not found in db,,
1842,golem skin,2XM,Alan Pollack,Name not found in db,,
1844,golemskin gauntlets,MRD,Alan Pollack,Name not found in db,,
1848,golgari guildmage,RAV,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"c13, cmd, clu, rvr, rav, psal"
1852,gorilla shaman,ICE,Anthony Waters,Artist and set not found in db,"Filip Burburan, Anthony S. Waters","all, cst, me2, prm, plst, mh2"
1861,grand arbiter augustin iv,DIS,Z Boros and G Szikszai,Artist not found in db,"AKQA, Zoltan Boros & Gabor Szikszai, Matt Stewart, Greg Hildebrandt","sld, pj21, mma, prm, dis, 2x2, plst"
1875,gravedigger,TMP,Tony Szczudlo,Set not found in dbgit ,"Tony Szczudlo, Tony Foti, Scott M. Fischer, Dermot Power, James Bernardin","ody, akr, cmd, j22, s99, ps11, m19, m10, m20, psal, 10e, 9ed, m11, pdci, hop, akh, m12, por, cm2, tpr, ema, 7ed, 8ed, 6ed, m15, plst, btd, tmp"
1876,graven cairns,IMA,Anthony Waters,Artist not found in db,"Anthony S. Waters, Rob Alexander, Adam Paquette","ima, 2xm, exp, fut, shm"
1879,gravestorm,ODY,Alex Horley,Artist not found in db,Alex Horley-Orlandelli,"psal, phuk, ody"
1881,greater morphling,UNH,Greg Staples,Artist not found in db,Greg “Six-Pack” Staples,unh
1882,greater morphling,UNH,Greg Staples,Artist not found in db,Greg “Six-Pack” Staples,unh
1900,grim harvest,CSP,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, td0, csp"
1901,"grimlock, dinobot leader",H17,Tyler Jacobson,Name not found in db,,
1902,"grimlock, dinobot leader",H17,Tyler Jacobson,Name not found in db,,
1903,"grimlock, dinobot leader",H17,Tyler Jacobson,Name not found in db,,
1904,"grimlock, ferocious king",H17,Tyler Jacobson,Name not found in db,,
1905,"grimlock, ferocious king",H17,Tyler Jacobson,Name not found in db,,
1906,"grimlock, ferocious king",H17,Tyler Jacobson,Name not found in db,,
1919,grizzled outcasts,ISD,Randy Gallegos,Name not found in db,,
1921,grizzly bears,7ED,DJ Cleland-Hura,Artist not found in db,"Una Fricker, Zina Saunders, D. J. Cleland-Hura, Jeff A. Menges","itp, sum, 2ed, rqs, lea, s99, 3ed, j21, cei, 10e, leb, 9ed, 30a, por, 5ed, fbb, 4ed, 7ed, ced, 8ed, 6ed, 4bb"
1922,grizzly bears,7ED,DJ Cleland-Hura,Artist not found in db,"Una Fricker, Zina Saunders, D. J. Cleland-Hura, Jeff A. Menges","itp, sum, 2ed, rqs, lea, s99, 3ed, j21, cei, 10e, leb, 9ed, 30a, por, 5ed, fbb, 4ed, 7ed, ced, 8ed, 6ed, 4bb"
1923,grotag siege-runner,ROE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,roe
1948,guile,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"lrw, mm2, jvc, dd2"
1966,hada freeblade,WWK,Cyril van Der Haegen,Artist not found in db,Cyril Van Der Haegen,"wwk, pdci, prm"
1967,hada spy patrol,ROE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"c13, roe, cma, plst"
1968,hail storm,ALL,Jeff A Menges,Artist not found in db,Jeff A. Menges,"tsb, all"
1969,hail-storm,TSP,Jeff A. Menges,Name not found in db,,
1970,"hakka, whispering raven",KHM,Richard Luong,Name not found in db,,
1971,"hakka, whispering raven",KHM,Richard Luong,Name not found in db,,
1994,harbinger of the hunt,UTK,Chris Rahn,Set not found in dbgit ,"Chris Rahn, Aaron Miller","dtk, prm, pdtk, scd"
2022,hearthcage giant,LRW,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,lrw
2036,heliods piligrim,M15,Izzy,Name not found in db,,
2042,helldozer,RAV,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"rav, psal, plst, hop"
2043,hellkite hatchling,HOP,Daarken,Set not found in dbgit ,Daarken,"pca, con, pc2"
2055,hide//seek,DIS,Z Boros and G Szikszai,Name not found in db,,
2056,hideous end,ZEN,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"dde, ddr, gvl, zen, hop, ddd, plst"
2067,high market,"CMA, C15",Carl Critchlow,Set not found in dbgit ,Carl Critchlow,"afc, c21, c15, cma, 2xm, wc00, plst, mmq, v12"
2068,high market,"CMA, C15",Carl Critchlow,Set not found in dbgit ,Carl Critchlow,"afc, c21, c15, cma, 2xm, wc00, plst, mmq, v12"
2070,hijack,KLD,Victor Adam Minguez,Artist not found in db,"Victor Adame Minguez, Svetlin Velinov","klr, xln, plst, kld"
2075,hold the perimeter,CN2,Jason A Engle,Artist not found in db,Jason A. Engle,cn2
2078,"homura, human ascendant",SOK,Kev Walker,Name not found in db,,
2157,hurkyl's recall,ATQ,Nene Thomas,Artist not found in db,"NéNé Thomas, Ralph Horsley","3ed, sum, mm2, 5ed, plst, atq, 4bb, fbb, 4ed, 10e"
2158,hurkyls recall,MM2,Ralph Horsley,Name not found in db,,
2159,hurkyls recall,MM2,Ralph Horsley,Name not found in db,,
2179,"i'm rubber, you're glue",UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
2180,"i'm rubber, you're glue",UGL,Claymore J Flapdoodle,Artist not found in db,Claymore J. Flapdoodle,ugl
2181,icatian infantry,FEM,Edward Beard JR,Artist not found in db,"Christopher Rush, Drew Tucker, Douglas Shuler, Edward P. Beard, Jr.",fem
2190,ichor slick,FUT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"gvl, tsr, ddd, dmr, fut"
2191,ichorid,TOR,RK Post,Artist not found in db,rk post,"tor, ema, vma"
2196,ignite disorder,M10,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"con, m10"
2211,imperious perfect,LRW,Scott Fischer,Artist not found in db,Scott M. Fischer,"ps11, c14, cma, evg, dd1, ha1, dpa, khc, j22, pcmp, plst, prm, cmr, lrw, ema"
2212,imperious perfect,EMA,Scott Fischer,Artist not found in db,Scott M. Fischer,"ps11, c14, cma, evg, dd1, ha1, dpa, khc, j22, pcmp, plst, prm, cmr, lrw, ema"
2213,imperious perfect,EMA,Scott Fischer,Artist not found in db,Scott M. Fischer,"ps11, c14, cma, evg, dd1, ha1, dpa, khc, j22, pcmp, plst, prm, cmr, lrw, ema"
2213,imperious perfect,EMA,Scott Fischer,Artist not found in db,Scott M. Fischer,"ps11, c14, cma, evg, dd1, ha1, dpa, khc, j22, pcmp, plst, prm, cmr, lrw, ema"
2222,imposter of the sixth pride,MH1,Chris Seaman,Name not found in db,,
2223,imposter of the sixth pride,MH1,Chris Seaman,Name not found in db,,
2227,imps taunt,TMP,Colin MacNeil,Name not found in db,,
2228,incinerate,10E,Z Boros and G Szikszai,Artist not found in db,"Jock, Steve Prescott, Zoltan Boros & Gabor Szikszai, Scott M. Fischer, Brian Snõddy, Mark Poole","dd2, wc97, wc98, mir, ps11, jvc, 10e, dpa, 5ed, m12, prm, ptc, plgm, p08, ice, cst, me2, olep, plst, dkm"
2229,incinerate,5ED,Scott M Fischer,Artist not found in db,"Jock, Steve Prescott, Zoltan Boros & Gabor Szikszai, Scott M. Fischer, Brian Snõddy, Mark Poole","dd2, wc97, wc98, mir, ps11, jvc, 10e, dpa, 5ed, m12, prm, ptc, plgm, p08, ice, cst, me2, olep, plst, dkm"
2230,incinerate,M12,Z Boros and G Szikszai,Artist not found in db,"Jock, Steve Prescott, Zoltan Boros & Gabor Szikszai, Scott M. Fischer, Brian Snõddy, Mark Poole","dd2, wc97, wc98, mir, ps11, jvc, 10e, dpa, 5ed, m12, prm, ptc, plgm, p08, ice, cst, me2, olep, plst, dkm"
2253,inferno elemental,M10,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,m10
2259,initiate of blood,CHK,Carl Critchlow,Name not found in db,,
2260,initiate of blood,CHK,Carl Critchlow,Name not found in db,,
2261,initiate of blood,CHK,Carl Critchlow,Name not found in db,,
2272,innocent blood,"EMA, DDR",Carl Critchlow,Set not found in dbgit ,Carl Critchlow,"td2, ody, wc03, ddr, e02, hop, plst, ema, jmp"
2274,inside out,EVE,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"plst, eve"
2277,instigator gang,ISD,Greg Staples,Name not found in db,,
2278,instigator gang,ISD,Greg Staples,Name not found in db,,
2280,interplanar tunnel,PC2,Chuck Lukacs,Set not found in dbgit ,Chuck Lukacs,"opc2, opca"
2281,interplanar tunnel,PC2,Chuck Lukacs,Set not found in dbgit ,Chuck Lukacs,"opc2, opca"
2288,invoke the firemind,GPT,Z Boros and G Szikszai,Artist not found in db,Zoltan Boros & Gabor Szikszai,"ddj, gk1, gpt"
2291,iron maiden,ULG,Tom Wanerstrand,Artist not found in db,Tom Wänerstrand,ulg
2294,"iron myr, leaden myr, silver myr, copper myr, gold myr, kraken's eye, dragon's claw, angel's feather, wurm's tooth, demon's horn","SOM, 10E, 9ED, M10, M11, M12, DST",Alan Pollack,Name not found in db,,
2295,iron-bard hellion,5DN,Doug Chaffee,Name not found in db,,
